segs,recived,sent,recived_dt,sent_dt
10.000003,0,0,0,0
20.000003,185,129,185,129
25.000003,185,158,185,29
30.000003,185,187,185,29
35.000003,185,216,185,29
40.000003,185,245,185,29
50.000003,307,331,122,86
60.000003,2739,874,2432,543
70.000003,3104,1009,365,135
75.000003,3104,1039,365,30
80.000003,3104,1069,365,30
90.000003,3106,1135,2,66
95.000003,3106,1165,2,30
100.000003,3106,1195,2,30
105.000003,3106,1225,2,30
110.000003,3106,1255,2,30
115.000003,3106,1285,2,30
120.000003,3106,1315,2,30
125.000003,3106,1345,2,30
130.000003,3106,1375,2,30
135.000003,3106,1405,2,30
145.000003,3108,1471,2,66
150.000003,3108,1501,2,30
155.000003,3108,1531,2,30
160.000003,3108,1561,2,30
165.000003,3108,1591,2,30
170.000003,3108,1621,2,30
175.000003,3108,1651,2,30
180.000003,3108,1681,2,30
185.000003,3108,1711,2,30
190.000003,3108,1741,2,30
200.000003,3110,1807,2,66
205.000003,3110,1837,2,30
210.000003,3110,1867,2,30
215.000003,3110,1897,2,30
220.000003,3110,1927,2,30
225.000003,3110,1957,2,30
230.000003,3110,1987,2,30
235.000003,3110,2017,2,30
240.000003,3110,2047,2,30
245.000003,3110,2077,2,30
255.000003,3112,2143,2,66
260.000003,3112,2173,2,30
265.000003,3112,2203,2,30
270.000003,3112,2233,2,30
275.000003,3112,2263,2,30
280.000003,3112,2293,2,30
285.000003,3112,2323,2,30
290.000003,3112,2353,2,30
295.000003,3112,2383,2,30
300.000003,3112,2413,2,30
305.000003,3112,2443,2,30
315.000003,3114,2509,2,66
320.000003,3114,2539,2,30
325.000003,3114,2569,2,30
330.000003,3114,2599,2,30
335.000003,3114,2629,2,30
340.000003,3114,2659,2,30
345.000003,3114,2689,2,30
350.000003,3114,2719,2,30
355.000003,3114,2749,2,30
360.000003,3114,2779,2,30
370.000003,3116,2845,2,66
375.000003,3116,2875,2,30
380.000003,3116,2905,2,30
385.000003,3116,2935,2,30
390.000003,3116,2965,2,30
395.000003,3116,2995,2,30
400.000003,3116,3025,2,30
405.000003,3116,3055,2,30
410.000003,3116,3085,2,30
415.000003,3116,3115,2,30
425.000003,3118,3181,2,66
430.000003,3118,3211,2,30
435.000003,3118,3241,2,30
440.000003,3118,3271,2,30
445.000003,3118,3301,2,30
450.000003,3118,3331,2,30
455.000003,3118,3361,2,30
460.000003,3118,3391,2,30
465.000003,3118,3421,2,30
470.000003,3118,3451,2,30
480.000003,3120,3517,2,66
485.000003,3120,3547,2,30
490.000003,3120,3577,2,30
495.000003,3120,3607,2,30
500.000003,3120,3637,2,30
505.000003,3120,3667,2,30
510.000003,3120,3697,2,30
515.000003,3120,3727,2,30
520.000003,3120,3757,2,30
525.000003,3120,3787,2,30
535.000003,3122,3853,2,66
540.000003,3122,3883,2,30
545.000003,3122,3913,2,30
550.000003,3122,3943,2,30
555.000003,3122,3973,2,30
560.000003,3122,4003,2,30
565.000003,3122,4033,2,30
570.000003,3122,4063,2,30
575.000003,3122,4093,2,30
580.000003,3122,4123,2,30
590.000003,3124,4189,2,66
595.000003,3124,4219,2,30
600.000003,3124,4249,2,30
605.000003,3124,4279,2,30
610.000003,3124,4309,2,30
615.000003,3124,4339,2,30
620.000003,3124,4369,2,30
625.000003,3124,4399,2,30
630.000003,3124,4429,2,30
635.000003,3124,4459,2,30
645.000003,3126,4525,2,66
650.000003,3126,4555,2,30
655.000003,3126,4585,2,30
660.000003,3126,4615,2,30
665.000003,3126,4645,2,30
670.000003,3126,4675,2,30
675.000003,3126,4705,2,30
680.000003,3126,4735,2,30
685.000003,3126,4765,2,30
690.000003,3126,4795,2,30
700.000003,3128,4861,2,66
705.000003,3128,4891,2,30
710.000003,3128,4921,2,30
715.000003,3128,4951,2,30
720.000003,3128,4981,2,30
725.000003,3128,5011,2,30
730.000003,3128,5041,2,30
735.000003,3128,5071,2,30
740.000003,3128,5101,2,30
745.000003,3128,5131,2,30
755.000003,3130,5197,2,66
760.000003,3130,5227,2,30
765.000003,3130,5257,2,30
770.000003,3130,5287,2,30
775.000003,3130,5317,2,30
780.000003,3130,5347,2,30
785.000003,3130,5377,2,30
790.000003,3130,5407,2,30
795.000003,3130,5437,2,30
800.000003,3130,5467,2,30
805.000003,3130,5497,2,30
815.000003,3132,5563,2,66
820.000003,3132,5593,2,30
825.000003,3132,5623,2,30
830.000003,3132,5653,2,30
835.000003,3132,5683,2,30
840.000003,3132,5713,2,30
